Education,Marital Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Discount Purchases,Web,Catalog,Store,NumWebVisitsMonth,Age,Children,total_spend,total_promo,Parental_status,Days_as_Customer,cluster
2,1,67432.0,69,432,79,341,120.5,81,126.5,2,8,5,4,4,52,1,1335.0,0,1,4478.0,0
3,1,70545.0,29,138,39,63,55.0,18,21.0,1,4,1,7,2,73,1,334.0,0,1,4047.0,2
0,1,17487.0,37,0,0,1,7.0,4,6.0,1,1,0,2,7,36,1,18.0,0,1,4489.0,1
2,1,62882.0,26,509,81,497,78.0,24,97.0,2,7,5,6,4,56,1,1338.0,0,1,4710.0,2
4,0,64108.0,8,948,10,86,13.0,21,21.0,4,6,9,11,5,72,1,1099.0,0,1,4484.0,2
3,1,34941.0,26,39,2,25,4.0,3,24.0,2,3,0,3,8,69,2,97.0,0,1,4501.0,1
4,0,48767.0,79,28,1,21,3.0,0,10.0,3,2,1,3,5,75,3,63.0,0,1,4200.0,1
1,1,38702.0,71,13,11,24,13.0,8,40.0,2,3,0,4,6,47,1,109.0,0,1,4353.0,1
2,1,82224.0,83,307,26,360,120.5,31,40.0,1,6,9,5,3,61,0,902.0,1,0,4176.0,0
2,1,83844.0,57,901,31,345,75.0,31,126.5,1,4,4,11,1,73,0,1574.0,1,0,4434.0,0
1,1,17003.0,37,2,5,12,4.0,8,7.0,3,2,0,4,5,50,1,38.0,0,1,4223.0,1
2,0,71163.0,30,283,17,372,120.5,81,44.0,1,3,8,12,1,30,0,960.0,0,0,4133.0,0
2,0,33697.0,34,4,3,7,0.0,3,11.0,1,1,0,2,7,55,1,28.0,1,1,4308.0,1
1,1,63564.0,0,769,80,252,15.0,34,65.0,1,10,10,7,6,71,0,1215.0,1,0,4172.0,0
4,1,83443.0,89,518,42,556,55.0,56,84.0,1,6,10,5,2,53,0,1497.0,0,0,4201.0,0
4,1,51518.0,92,350,8,66,17.0,4,4.0,2,3,2,10,3,67,1,449.0,0,1,4290.0,2
2,0,58330.0,87,445,53,213,104.0,81,126.5,1,6,4,13,4,50,1,1064.0,0,1,4207.0,0
2,1,80952.0,20,778,81,556,41.0,27,44.0,1,8,5,11,8,56,0,1757.0,3,0,4507.0,0
2,1,75507.0,56,709,81,374,104.0,80,80.0,1,8,6,6,3,46,0,1440.0,0,0,4079.0,0
1,1,63855.0,28,359,35,314,93.0,81,89.0,1,7,3,13,4,47,0,1006.0,0,0,4526.0,0
4,1,62220.0,55,799,12,375,16.0,12,12.0,5,7,6,5,6,53,1,1226.0,0,1,4708.0,2
2,1,58512.0,25,895,10,101,13.0,0,126.5,5,3,4,8,8,61,1,1171.0,0,1,4304.0,2
3,1,40662.0,0,40,2,23,0.0,4,23.0,2,2,1,3,4,46,1,92.0,0,1,4492.0,1
4,1,38829.0,86,76,0,7,0.0,0,16.0,1,3,2,2,5,66,1,99.0,0,1,4105.0,1
1,1,35523.0,8,11,5,22,12.0,5,11.0,2,3,0,3,7,44,1,66.0,0,1,4290.0,1
2,0,79146.0,33,245,16,223,21.0,43,16.0,2,8,1,8,6,58,2,564.0,0,1,4087.0,2
3,1,78285.0,13,647,81,391,120.5,67,40.0,1,6,4,10,3,37,0,1427.0,0,0,4265.0,0
4,0,31626.0,12,39,1,9,2.0,1,34.0,1,2,1,2,7,47,1,86.0,1,1,4436.0,1
2,0,75127.0,92,203,35,305,46.0,17,126.5,1,2,11,5,1,73,0,833.0,0,0,4059.0,0
2,1,48726.0,90,138,3,38,4.0,0,59.0,3,3,2,4,6,70,1,242.0,0,1,4449.0,1
2,1,74985.0,8,587,51,556,120.5,0,86.0,1,3,6,7,2,48,0,1869.0,0,0,4677.0,0
2,1,67430.0,6,595,81,291,120.5,81,121.0,1,11,5,12,6,38,0,1364.0,0,0,4683.0,0
1,1,46891.0,91,43,12,23,29.0,15,61.0,1,2,1,4,4,60,1,183.0,0,1,4322.0,1
3,1,62058.0,52,301,7,74,10.0,0,58.0,4,6,1,7,6,69,1,450.0,0,1,4420.0,2
2,1,72063.0,3,180,32,348,76.0,32,90.0,2,5,2,12,2,46,1,758.0,0,1,4382.0,0
4,1,78939.0,57,794,81,243,120.5,0,126.5,1,8,5,6,3,74,0,1507.0,0,0,4220.0,0
2,0,42720.0,9,392,5,91,28.0,26,112.0,8,7,3,7,8,60,2,654.0,0,1,4452.0,2
2,1,33622.0,22,39,1,22,3.0,4,12.0,3,2,0,4,7,53,2,81.0,0,1,4463.0,1
4,1,6835.0,76,107,2,12,2.0,2,12.0,0,0,0,1,20,68,1,137.0,0,1,4589.0,1
2,1,41452.0,86,13,0,3,0.0,0,0.0,1,1,0,2,7,72,2,16.0,0,1,4501.0,1
4,0,40760.0,64,70,0,17,0.0,0,6.0,2,2,1,3,6,60,1,93.0,0,1,4324.0,1
4,1,74250.0,90,680,11,392,75.0,0,0.0,1,2,11,4,1,67,0,1158.0,0,0,4175.0,0
3,0,51124.0,79,26,1,11,0.0,1,4.0,2,1,0,3,3,70,2,43.0,0,1,4214.0,1
2,0,72258.0,28,522,0,522,120.5,81,126.5,2,6,9,5,2,54,1,1525.0,0,1,4311.0,0
4,0,71466.0,86,412,12,546,78.0,81,0.0,1,4,4,10,1,51,0,1230.0,0,0,4106.0,0
2,1,36283.0,42,6,5,5,8.0,0,5.0,2,1,0,3,4,49,2,29.0,0,1,4097.0,1
2,0,20587.0,39,2,3,6,4.0,1,9.0,1,1,1,2,7,55,1,25.0,0,1,4070.0,1
2,1,30467.0,8,1,3,8,2.0,5,5.0,1,1,0,2,7,53,1,24.0,0,1,4123.0,1
2,1,31590.0,40,6,2,15,6.0,6,3.0,1,1,0,3,8,53,1,38.0,0,1,4397.0,1
0,1,20425.0,5,4,12,5,3.0,16,17.0,2,2,0,3,7,39,1,57.0,0,1,4629.0,1
3,1,17144.0,96,18,2,19,0.0,2,6.0,5,3,0,4,7,65,2,47.0,0,1,4155.0,1
4,0,42564.0,28,324,48,186,39.0,18,126.5,6,6,8,4,7,57,1,813.0,1,1,4564.0,2
3,1,43783.0,22,327,9,125,25.0,4,126.5,6,7,1,8,7,47,1,629.0,1,1,4052.0,2
2,0,40780.0,30,229,27,71,13.0,3,34.0,4,7,1,5,9,49,1,377.0,0,1,4680.0,2
3,1,62847.0,45,521,81,556,80.0,76,61.0,1,3,6,4,2,80,0,1612.0,0,0,4551.0,0
4,1,82017.0,58,184,23,446,30.0,23,23.0,1,5,4,7,2,68,0,729.0,3,0,4620.0,0
2,0,16813.0,49,4,8,11,12.0,2,13.0,1,2,0,3,7,75,0,50.0,1,0,4366.0,1
2,1,51267.0,37,183,2,64,7.0,2,12.0,4,3,3,5,4,47,2,270.0,0,1,4264.0,1
2,0,46524.0,70,31,19,35,26.0,14,52.0,2,1,1,5,3,64,1,177.0,0,1,4471.0,1
3,0,45183.0,33,219,3,60,12.0,9,12.0,1,4,1,7,7,63,0,315.0,1,0,4546.0,2
4,1,70421.0,98,479,28,136,75.0,14,35.0,3,10,3,7,6,71,1,767.0,0,1,4022.0,2
1,0,60161.0,17,584,44,212,46.0,8,126.5,3,11,4,8,8,60,1,1071.0,0,1,4635.0,2
2,1,73926.0,54,627,81,556,120.5,81,15.0,1,6,5,12,3,52,0,1580.0,0,0,4505.0,0
2,1,19329.0,39,24,1,16,12.0,2,5.0,3,4,0,3,8,57,1,60.0,0,1,4218.0,1
3,1,61872.0,81,330,5,159,36.0,27,16.0,4,4,4,9,4,55,1,573.0,0,1,4219.0,2
2,0,46984.0,71,19,1,10,2.0,1,8.0,1,1,0,3,5,69,2,41.0,0,1,4481.0,1
2,1,34838.0,62,28,23,29,29.0,14,47.0,3,2,1,4,6,74,2,170.0,0,1,4547.0,2
4,0,82716.0,8,606,81,228,15.0,81,22.0,1,6,8,13,2,81,0,1167.0,0,0,4257.0,0
2,1,48192.0,76,1039,43,204,120.5,58,29.0,3,2,8,12,8,67,0,1526.0,3,0,4470.0,0
3,1,49681.0,66,411,0,26,0.0,0,21.0,6,7,1,7,7,49,2,458.0,0,1,4258.0,2
3,1,56850.0,83,34,1,19,2.0,7,0.0,1,1,1,3,2,54,1,63.0,0,1,4119.0,1
2,1,55267.0,28,161,28,136,32.0,3,45.0,4,3,4,6,3,68,1,405.0,0,1,4272.0,2
2,1,59666.0,87,623,53,178,23.0,17,126.5,7,3,2,8,8,53,2,1027.0,1,1,4485.0,2
2,0,72504.0,43,604,26,470,120.5,81,94.0,2,5,9,6,2,53,1,1478.0,0,1,4470.0,0
2,1,26872.0,0,3,10,8,3.0,16,32.0,1,1,1,2,6,44,0,72.0,0,0,4277.0,1
2,0,21359.0,1,12,2,17,6.0,1,10.0,2,2,0,3,8,53,1,48.0,0,1,4456.0,1
2,0,73170.0,1,184,81,256,50.0,30,32.0,1,5,4,6,2,50,0,726.0,0,0,4050.0,0
3,1,52750.0,72,393,0,239,90.0,69,69.0,6,5,7,9,4,70,1,860.0,0,1,4531.0,2
4,1,91820.0,72,410,73,556,76.0,81,30.0,0,5,5,12,1,39,0,1497.0,0,0,4239.0,0
4,1,65968.0,12,376,9,83,19.0,4,4.0,2,5,4,7,3,55,1,495.0,0,1,4069.0,2
2,1,30772.0,89,7,2,4,2.0,1,4.0,1,1,0,2,6,49,2,20.0,0,1,4130.0,1
2,0,22507.0,67,68,0,226,51.0,81,68.0,3,10,2,4,9,71,0,570.0,0,0,4603.0,2
2,1,65685.0,54,642,14,49,0.0,7,57.0,1,9,2,9,5,53,1,769.0,0,1,4113.0,2
1,1,25804.0,34,8,7,9,13.0,6,12.0,2,2,0,3,8,47,1,55.0,0,1,4322.0,1
4,0,76412.0,15,840,53,556,23.0,71,17.0,1,5,4,8,3,45,0,1808.0,2,0,4441.0,0
2,1,22063.0,43,7,10,13,3.0,11,11.0,2,2,0,3,7,53,1,55.0,0,1,4346.0,1
2,0,57091.0,0,464,5,64,7.0,0,37.0,1,7,3,7,5,64,0,577.0,1,0,4035.0,0
2,1,22419.0,74,30,3,47,19.0,21,42.0,1,3,2,2,8,62,0,162.0,0,0,4458.0,1
2,1,87771.0,61,1225,38,287,50.0,57,33.0,1,5,10,4,6,66,1,1957.0,4,1,4424.0,0
1,0,78353.0,51,752,81,476,39.0,81,34.0,1,10,2,11,8,66,1,1576.0,0,1,4460.0,2
2,1,93404.0,97,1225,15,287,20.0,0,15.0,3,3,4,7,5,71,3,1616.0,2,1,4439.0,2
2,0,37859.0,75,22,1,8,2.0,1,2.0,2,1,0,3,8,63,3,36.0,0,1,4554.0,1
4,0,80995.0,83,860,28,409,73.0,56,56.0,1,8,9,4,4,67,1,1482.0,0,1,4435.0,0
2,1,16529.0,23,3,0,5,13.0,0,1.0,1,1,0,3,6,41,1,22.0,0,1,4141.0,1
4,0,55412.0,65,10,5,28,11.0,1,8.0,1,2,0,3,5,49,2,63.0,0,1,4240.0,1
2,0,48789.0,94,351,16,156,7.0,5,126.5,1,6,4,7,6,33,0,680.0,0,0,4678.0,0
4,1,56575.0,42,421,5,90,0.0,16,10.0,3,7,3,7,5,58,2,542.0,0,1,4441.0,2
1,1,25130.0,10,2,5,7,0.0,18,18.0,2,2,0,3,7,45,1,50.0,0,1,4291.0,1
2,1,35441.0,94,25,1,9,2.0,1,1.0,2,1,0,3,8,58,2,39.0,0,1,4521.0,1
2,1,71391.0,50,336,81,274,46.0,81,126.5,5,6,5,12,3,69,1,1043.0,0,1,4478.0,2
3,0,49494.0,46,191,9,97,0.0,6,82.0,2,6,1,5,7,53,1,385.0,0,1,4451.0,2
2,0,81702.0,98,563,50,556,28.0,31,126.5,1,7,7,12,3,45,0,1633.0,0,0,4665.0,0
1,0,45889.0,42,31,0,6,0.0,1,8.0,1,1,0,3,6,45,1,46.0,0,1,4383.0,1
2,0,56628.0,30,479,5,82,7.0,17,126.5,2,7,6,5,5,48,1,761.0,1,1,4121.0,2
2,1,34026.0,11,18,6,15,12.0,8,17.0,3,2,1,3,5,75,2,76.0,0,1,4349.0,1
2,1,40049.0,61,91,65,52,10.0,44,28.0,3,3,2,6,5,51,1,290.0,0,1,4598.0,2
2,0,34176.0,12,5,7,24,19.0,14,20.0,4,3,0,4,6,37,1,89.0,0,1,4069.0,1
2,1,19419.0,76,2,14,28,16.0,3,7.0,4,4,0,3,9,44,1,70.0,0,1,4617.0,1
1,1,82504.0,2,362,50,431,120.5,35,54.0,1,3,6,7,1,65,0,1066.0,0,0,4358.0,0
2,1,81205.0,43,724,74,556,97.0,55,126.5,1,5,6,7,2,55,0,2009.0,3,0,4188.0,0
1,0,61618.0,27,605,81,399,0.0,45,126.5,2,3,6,8,3,34,0,1345.0,0,0,4659.0,0
3,0,55284.0,60,547,7,140,0.0,7,63.0,3,7,5,8,5,69,1,764.0,0,1,4573.0,2
2,0,49980.0,79,104,1,54,13.0,9,14.0,2,3,1,5,5,62,1,195.0,0,1,4270.0,1
2,1,15072.0,96,8,2,15,0.0,10,18.0,4,3,1,3,5,45,2,53.0,0,1,4436.0,1
2,0,49166.0,17,224,2,25,7.0,0,110.0,2,5,3,3,6,51,1,368.0,0,1,4402.0,2
4,1,65324.0,0,384,0,102,21.0,32,5.0,3,6,2,9,4,71,1,544.0,0,1,4190.0,2
1,1,82347.0,38,556,54,556,120.5,81,63.0,1,7,7,10,3,68,0,1853.0,2,0,4621.0,0
4,1,30843.0,43,24,0,2,0.0,0,9.0,2,1,1,2,5,59,2,35.0,1,1,4055.0,1
4,1,46374.0,1,408,0,21,0.0,0,17.0,3,7,1,7,8,51,1,446.0,2,1,4125.0,2
2,0,60474.0,25,265,81,303,120.5,9,126.5,7,10,2,12,7,46,1,1180.0,0,1,4475.0,2
3,1,38576.0,2,34,0,7,0.0,0,0.0,1,1,0,3,7,52,1,41.0,0,1,4138.0,1
2,1,55357.0,66,374,64,116,84.0,25,64.0,3,6,2,11,5,40,2,727.0,0,1,4516.0,2
2,1,37758.0,49,27,2,10,0.0,0,1.0,2,1,0,3,8,59,2,40.0,0,1,4654.0,1
1,1,85710.0,5,600,20,350,29.0,30,33.0,1,6,9,10,2,36,0,1062.0,1,0,4441.0,0
2,1,23228.0,71,13,2,18,6.0,1,0.0,2,2,0,3,8,56,1,40.0,0,1,4175.0,1
3,1,44602.0,35,167,2,89,0.0,0,34.0,6,6,1,4,8,56,2,292.0,0,1,4155.0,2
2,1,7500.0,94,0,2,3,4.0,1,5.0,1,0,0,3,6,38,0,15.0,0,0,4557.0,1
1,1,38683.0,80,46,35,69,84.0,41,66.0,6,4,1,6,7,36,1,341.0,0,1,4654.0,2
1,0,49514.0,61,88,39,78,58.0,13,93.0,2,6,1,4,7,50,1,369.0,0,1,4215.0,2
4,1,57906.0,29,243,11,119,10.0,3,15.0,3,4,2,8,4,52,1,401.0,0,1,4404.0,2
3,0,43456.0,0,275,11,68,25.0,7,7.0,3,5,1,8,5,59,1,393.0,0,1,4481.0,2
3,0,19485.0,80,6,0,4,0.0,0,0.0,1,1,0,2,7,39,2,10.0,0,1,4299.0,1
2,1,53172.0,54,121,62,90,68.0,20,125.0,3,2,3,8,3,47,1,486.0,0,1,4440.0,2
2,1,30545.0,71,4,12,15,19.0,7,12.0,2,2,0,3,7,46,1,69.0,0,1,4641.0,1
4,1,70123.0,27,1225,0,396,23.0,0,0.0,1,5,7,4,3,42,0,1727.0,2,0,4295.0,0
2,0,62450.0,61,515,47,267,62.0,66,38.0,2,5,5,4,3,66,1,995.0,1,1,4195.0,0
2,1,21675.0,55,4,0,16,17.0,4,4.0,3,4,0,3,7,49,1,45.0,0,1,4039.0,1
1,0,42395.0,35,48,13,57,24.0,15,25.0,4,3,1,4,7,44,2,182.0,0,1,4107.0,1
3,1,61346.0,34,562,58,168,43.0,16,126.5,1,5,7,10,3,47,1,989.0,0,1,4287.0,0
2,1,80812.0,95,769,22,500,120.5,81,33.0,1,4,8,5,2,72,0,1677.0,3,0,4306.0,0
3,0,42835.0,64,379,4,93,12.0,9,98.0,7,6,6,4,6,54,2,595.0,0,1,4385.0,2
2,1,39922.0,30,29,12,59,19.0,1,36.0,2,3,0,4,8,42,1,156.0,0,1,4521.0,1
3,0,86424.0,12,387,68,556,89.0,45,68.0,1,6,9,12,1,69,0,1226.0,0,0,4106.0,0
1,1,17117.0,96,12,23,38,30.0,18,7.0,4,3,1,3,9,47,1,128.0,0,1,4549.0,1
2,0,24762.0,16,6,10,12,3.0,15,40.0,3,3,1,2,8,53,1,86.0,1,1,4160.0,1
2,1,35797.0,16,27,1,14,4.0,1,21.0,2,2,0,3,8,50,1,68.0,0,1,4642.0,1
2,0,36627.0,78,9,1,5,0.0,0,1.0,1,0,0,3,5,50,2,16.0,0,1,4362.0,1
1,1,51111.0,83,22,0,19,6.0,5,3.0,2,2,0,3,6,44,2,55.0,0,1,4031.0,1
4,0,86857.0,96,899,81,556,120.5,81,40.0,1,5,6,10,2,53,0,2114.0,0,0,4676.0,0
4,1,82072.0,67,889,55,556,120.5,81,126.5,1,3,2,13,1,55,0,2018.0,0,0,4383.0,0
4,0,46231.0,87,189,2,55,0.0,5,12.0,4,6,1,4,9,72,3,263.0,0,1,4601.0,2
2,1,42243.0,34,48,0,2,0.0,0,5.0,2,2,0,3,7,66,2,55.0,0,1,4221.0,1
2,1,51195.0,46,230,14,156,82.0,24,58.0,8,9,2,5,8,63,2,564.0,0,1,4475.0,2
3,0,68092.0,7,852,60,207,78.0,36,48.0,2,2,6,10,5,47,0,1281.0,0,0,4216.0,0
2,1,31814.0,73,35,3,20,4.0,1,20.0,2,2,0,3,9,52,1,83.0,1,1,4526.0,1
3,0,51390.0,54,205,20,47,23.0,2,56.0,6,5,2,5,5,60,2,353.0,0,1,4680.0,2
2,1,76630.0,93,255,31,446,40.0,56,126.5,1,3,10,11,1,42,0,1003.0,0,0,4187.0,0
0,0,26868.0,52,0,0,1,8.0,3,2.0,1,1,0,2,7,34,1,14.0,0,1,4081.0,1
4,0,48948.0,53,437,8,206,120.5,49,42.0,2,7,10,5,6,82,0,902.0,1,0,4534.0,0
4,0,55260.0,81,825,8,53,11.0,0,126.5,2,8,10,5,6,53,1,1139.0,0,1,4585.0,2
2,1,64090.0,8,316,58,161,76.0,51,126.5,1,6,9,4,5,69,1,797.0,0,1,4347.0,0
2,0,78331.0,97,756,81,354,120.5,81,61.0,2,10,6,7,4,67,1,1638.0,0,1,4178.0,0
4,1,37087.0,50,194,55,134,15.0,0,3.0,3,4,2,8,6,51,1,401.0,0,1,4343.0,2
2,0,21846.0,38,7,17,18,6.0,10,26.0,4,4,0,3,8,39,1,84.0,0,1,4271.0,1
2,1,81320.0,61,183,33,493,59.0,81,57.0,1,4,3,10,2,67,0,928.0,0,0,4529.0,0
2,0,54137.0,46,171,0,11,0.0,1,20.0,2,4,1,4,6,55,1,203.0,0,1,4338.0,1
2,1,66825.0,73,243,81,405,29.0,40,40.0,1,4,5,6,2,58,0,858.0,0,0,4371.0,0
2,1,57100.0,19,181,21,69,39.0,3,96.0,1,3,3,6,3,52,0,409.0,0,0,4228.0,0
2,1,58917.0,10,151,7,89,0.0,7,28.0,5,4,1,6,5,56,3,282.0,0,1,4483.0,2
2,0,85072.0,94,494,81,391,120.5,11,126.5,1,3,4,10,0,48,0,1423.0,0,0,4102.0,0
2,0,86429.0,10,464,28,556,29.0,18,37.0,0,7,4,7,2,64,0,1449.0,1,0,4241.0,0
2,0,45684.0,37,5,1,5,10.0,0,7.0,1,1,0,2,7,54,1,28.0,0,1,4230.0,1
2,1,47889.0,94,29,0,29,0.0,5,4.0,1,2,0,3,5,51,1,67.0,0,1,4197.0,1
4,1,45921.0,23,102,9,49,24.0,3,12.0,1,2,1,6,4,39,0,199.0,0,0,4132.0,1
4,0,78420.0,75,604,28,556,91.0,28,28.0,1,3,10,8,1,59,0,1453.0,0,0,4386.0,0
2,1,75114.0,40,571,12,523,63.0,60,24.0,1,3,10,5,2,33,0,1253.0,0,0,4255.0,0
4,0,52278.0,24,953,0,71,0.0,0,126.5,6,10,5,10,8,62,1,1198.0,0,1,4541.0,2
3,1,35641.0,11,63,3,67,8.0,9,28.0,2,3,1,4,7,53,1,178.0,0,1,4371.0,1
2,0,95529.0,29,770,29,556,120.5,27,24.0,1,7,3,7,3,31,0,1990.0,1,0,4594.0,0
2,1,62820.0,51,398,61,265,120.5,61,53.0,1,3,4,6,1,71,0,976.0,0,0,4435.0,0
3,1,73113.0,86,741,19,154,50.0,9,28.0,1,3,4,7,2,65,0,1001.0,0,0,4206.0,0
4,1,84169.0,9,1225,19,403,0.0,19,0.0,1,7,6,6,3,43,0,1919.0,2,0,4347.0,0
1,0,42607.0,30,156,29,56,30.0,32,47.0,2,3,2,7,3,71,1,350.0,0,1,4245.0,2
4,0,74637.0,73,960,64,464,120.5,0,16.0,1,6,9,9,3,71,0,1650.0,1,0,4428.0,0
4,1,46015.0,25,38,0,2,0.0,0,6.0,1,1,0,3,7,70,2,46.0,2,1,4098.0,1
2,0,72354.0,67,315,26,473,120.5,12,126.5,1,2,10,6,1,32,0,1228.0,0,0,4459.0,0
3,0,39858.0,67,15,20,25,2.0,7,26.0,1,2,0,4,6,56,1,95.0,0,1,4542.0,1
4,1,34469.0,58,19,6,20,0.0,5,12.0,3,1,1,4,4,77,2,62.0,0,1,4077.0,1
2,1,83033.0,82,812,81,431,120.5,81,33.0,1,11,4,10,5,39,1,1761.0,1,1,4063.0,0
3,1,24401.0,98,73,28,217,10.0,24,115.0,3,6,1,6,8,46,0,467.0,0,0,4688.0,2
2,1,77583.0,93,372,23,384,120.5,12,108.0,1,4,5,9,2,47,0,1149.0,1,0,4160.0,0
1,0,74116.0,53,871,81,556,120.5,55,126.5,1,4,4,10,2,43,0,2052.0,1,0,4202.0,0
2,0,74293.0,66,375,81,335,93.0,81,81.0,1,5,4,6,2,32,0,1127.0,0,0,4077.0,0
4,1,68397.0,6,760,80,466,17.0,13,80.0,1,6,9,5,3,49,1,1416.0,0,1,4245.0,0
4,1,79632.0,42,471,0,510,99.0,21,12.0,1,6,4,9,2,51,0,1113.0,0,0,4103.0,0
2,0,46107.0,78,31,9,27,16.0,9,33.0,1,1,1,4,3,36,1,125.0,0,1,4160.0,1
4,0,64950.0,29,819,0,72,12.0,0,63.0,2,11,2,10,7,74,1,966.0,1,1,4707.0,2
0,1,25443.0,82,1,4,3,8.0,9,7.0,1,1,0,3,8,36,1,32.0,0,1,4575.0,1
2,0,75127.0,92,203,35,305,46.0,17,126.5,1,2,11,5,1,73,0,833.0,0,0,4059.0,0
4,1,32892.0,78,26,0,15,2.0,1,2.0,2,3,0,3,8,54,1,46.0,0,1,4056.0,1
2,1,71796.0,54,354,21,311,120.5,75,32.0,1,9,3,4,4,54,0,960.0,0,0,4269.0,0
4,1,67536.0,45,1225,0,447,23.0,71,35.0,3,11,5,11,8,55,1,1829.0,1,1,4424.0,2
2,0,55239.0,59,371,17,238,23.0,24,106.0,3,7,5,11,5,54,1,779.0,0,1,4371.0,2
4,0,60554.0,8,588,7,76,110.0,15,15.0,2,8,4,9,6,50,1,811.0,0,1,4345.0,2
1,0,64831.0,51,480,81,249,75.0,81,126.5,8,6,3,5,6,73,2,1120.0,0,1,4405.0,2
4,1,56067.0,51,517,12,54,16.0,6,120.0,2,7,4,7,5,63,1,725.0,0,1,4365.0,2
2,0,82025.0,76,267,81,556,48.0,70,98.0,1,3,2,6,1,42,0,1187.0,1,0,4418.0,0
2,1,94384.0,62,1111,24,556,120.5,45,126.5,0,5,8,5,2,72,0,2302.0,3,0,4503.0,0
0,0,14906.0,86,7,7,14,7.0,16,15.0,3,2,1,3,7,39,0,66.0,0,0,4575.0,1
4,1,51563.0,60,1166,0,48,0.0,0,36.0,1,4,4,10,8,38,0,1250.0,2,0,4657.0,2
1,1,57937.0,56,261,42,144,55.0,48,126.5,3,4,4,9,3,43,1,683.0,0,1,4154.0,0
2,0,68274.0,83,135,25,51,23.0,25,46.0,2,4,2,5,3,46,2,305.0,0,1,4293.0,2
2,1,39771.0,92,6,2,18,2.0,8,14.0,1,2,0,3,4,48,1,50.0,0,1,4226.0,1
1,0,67893.0,31,711,28,142,49.0,18,47.0,2,3,2,9,8,50,1,995.0,0,1,4657.0,2
4,1,27922.0,80,11,0,13,2.0,4,11.0,1,2,0,3,4,46,1,41.0,0,1,4071.0,1
4,1,52190.0,39,42,0,17,0.0,0,18.0,3,2,1,3,5,49,2,77.0,1,1,4073.0,1
3,0,44051.0,20,79,7,58,6.0,3,18.0,4,3,1,4,6,52,2,171.0,0,1,4537.0,1
4,0,42767.0,53,20,6,43,19.0,5,38.0,1,3,1,2,8,54,2,131.0,0,1,4435.0,1
3,1,46106.0,84,30,0,8,2.0,0,14.0,1,1,1,2,6,49,2,54.0,0,1,4070.0,1
4,1,16927.0,50,20,2,23,3.0,1,4.0,5,3,0,4,8,49,2,53.0,0,1,4525.0,1
2,1,59754.0,96,115,27,44,4.0,81,126.5,3,5,2,6,5,60,1,475.0,0,1,4596.0,2
2,0,53700.0,94,263,5,233,69.0,41,83.0,4,5,5,8,5,73,1,694.0,0,1,4702.0,2
2,1,59041.0,25,69,2,15,2.0,2,6.0,2,2,0,4,5,52,2,96.0,0,1,4074.0,1
4,0,54237.0,48,267,3,30,4.0,0,57.0,4,5,2,5,6,68,1,361.0,0,1,4449.0,2
2,0,70647.0,65,561,81,171,25.0,81,114.0,2,4,7,13,2,58,1,1079.0,0,1,4667.0,0
4,0,52597.0,69,492,0,37,7.0,0,42.0,3,6,3,8,5,63,1,578.0,0,1,4074.0,2
3,1,41021.0,12,14,7,9,6.0,16,12.0,2,2,0,3,6,56,1,64.0,0,1,4567.0,1
4,1,40233.0,84,80,4,46,0.0,17,2.0,5,2,1,5,6,50,1,149.0,0,1,4279.0,1
2,1,50183.0,47,97,12,84,13.0,10,15.0,7,3,1,6,5,45,2,231.0,0,1,4025.0,2
2,1,54753.0,87,197,81,227,7.0,59,126.5,3,5,2,11,4,66,1,728.0,0,1,4311.0,2
2,1,92955.0,35,693,21,556,31.0,24,84.0,1,6,7,9,2,52,0,1778.0,2,0,4335.0,0
2,1,33471.0,47,43,2,27,0.0,9,12.0,3,3,0,4,7,52,1,93.0,0,1,4646.0,1
4,1,34596.0,48,14,0,2,0.0,0,7.0,1,1,0,2,8,51,1,23.0,0,1,4463.0,1
2,1,44010.0,46,186,36,234,86.0,72,48.0,6,10,2,6,9,45,1,662.0,0,1,4645.0,2
2,1,84219.0,27,434,81,400,45.0,81,45.0,1,3,4,10,1,37,0,1198.0,0,0,4168.0,0
4,1,40706.0,37,59,0,11,4.0,2,5.0,4,3,0,4,7,57,3,81.0,0,1,4549.0,1
1,1,15716.0,8,16,5,30,8.0,7,26.0,3,3,0,4,8,37,1,92.0,0,1,4615.0,1
1,0,59052.0,29,230,35,75,63.0,57,31.0,3,7,1,7,5,66,1,491.0,0,1,4245.0,2
3,1,80573.0,85,829,81,430,60.0,81,15.0,1,4,6,13,2,54,0,1564.0,0,0,4644.0,0
2,1,83715.0,2,318,8,407,120.5,35,8.0,1,2,8,13,0,63,0,926.0,0,0,4167.0,0
3,1,82576.0,66,1206,55,445,120.5,18,18.0,1,2,4,12,1,66,0,1910.0,1,0,4718.0,0
3,1,56962.0,60,292,3,77,10.0,3,26.0,7,6,3,5,7,60,3,411.0,0,1,4282.0,2
2,1,35704.0,54,30,9,12,2.0,11,30.0,3,2,0,4,4,73,2,94.0,0,1,4198.0,1
2,1,53103.0,70,729,17,133,11.0,0,126.5,5,10,6,7,7,71,1,1085.0,1,1,4311.0,2
1,0,46779.0,55,12,1,3,0.0,0,7.0,1,0,1,2,4,65,2,23.0,0,1,4373.0,1
2,0,4861.0,20,2,1,1,1.0,0,1.0,0,0,0,0,14,60,0,6.0,0,0,4028.0,1
